ID,Longitude,Latitude,M2 bedstress
5557,4.06,50.2,1000000
5558,4.18,50.2,1000000
5559,4.31,50.2,1000000
5560,4.43,50.2,1000000
5561,4.56,50.2,1000000
5562,4.68,50.2,1000000
5563,4.81,50.2,1000000
5564,4.93,50.2,1000000
5565,5.06,50.2,1000000
5566,5.18,50.2,1000000
5567,5.31,50.2,1000000
5568,5.43,50.2,1000000
5569,5.56,50.2,1000000
5570,5.68,50.2,1000000
5571,5.81,50.2,1000000
5572,5.93,50.2,1000000
5573,6.06,50.2,1000000
5574,6.18,50.2,1000000
5575,6.31,50.2,1000000
5576,6.43,50.2,1000000
5577,6.56,50.2,1000000
5578,6.68,50.2,1000000
5579,6.81,50.2,1000000
5580,6.93,50.2,1000000
5581,7.06,50.2,1000000
5582,7.18,50.2,1000000
5583,7.31,50.2,1000000
5584,7.43,50.2,1000000
5585,7.56,50.2,1000000
5586,7.68,50.2,1000000
5587,7.81,50.2,1000000
5588,7.93,50.2,1000000
5589,8.06,50.2,1000000
5590,8.18,50.2,1000000
5591,8.31,50.2,1000000
5592,8.43,50.2,1000000
5593,8.56,50.2,1000000
5594,8.68,50.2,1000000
5595,8.81,50.2,1000000
5596,8.93,50.2,1000000
5597,9.06,50.2,1000000
5598,9.18,50.2,1000000
5599,9.31,50.2,1000000
5600,9.43,50.2,1000000
5601,9.56,50.2,1000000
5602,9.68,50.2,1000000
5603,9.81,50.2,1000000
5604,9.93,50.2,1000000
5605,10.06,50.2,1000000
5606,10.18,50.2,1000000
5607,10.31,50.2,1000000
5608,10.43,50.2,1000000
5609,10.56,50.2,1000000
5610,10.68,50.2,1000000
5611,10.81,50.2,1000000
5612,10.93,50.2,1000000
5613,11.06,50.2,1000000
5614,11.18,50.2,1000000
5615,11.31,50.2,1000000
5616,11.43,50.2,1000000
5617,11.56,50.2,1000000
5618,11.68,50.2,1000000
5619,11.81,50.2,1000000
5620,11.93,50.2,1000000
5621,12.06,50.2,1000000
5622,12.18,50.2,1000000
5623,12.31,50.2,1000000
5624,12.43,50.2,1000000
5625,12.56,50.2,1000000
5626,12.68,50.2,1000000
5627,12.81,50.2,1000000
5628,12.93,50.2,1000000
5629,-12.06,50.29,1000000
5630,-11.93,50.29,1000000
5631,-11.81,50.29,2.53E-03
5632,-11.68,50.29,3.77E-03
5633,-11.56,50.29,4.89E-03
5634,-11.43,50.29,6.23E-03
5635,-11.31,50.29,8.63E-03
5636,-11.18,50.29,0.01
5637,-11.06,50.29,0.02
5638,-10.93,50.29,0.04
5639,-10.81,50.29,0.07
5640,-10.68,50.29,0.11
5641,-10.56,50.29,0.13
5642,-10.43,50.29,0.15
5643,-10.31,50.29,0.17
5644,-10.18,50.29,0.18
5645,-10.06,50.29,0.2
5646,-9.93,50.29,0.22
5647,-9.81,50.29,0.22
5648,-9.68,50.29,0.23
5649,-9.56,50.29,0.24
5650,-9.43,50.29,0.23
5651,-9.31,50.29,0.23
5652,-9.18,50.29,0.25
5653,-9.06,50.29,0.3
5654,-8.93,50.29,0.33
5655,-8.81,50.29,0.33
5656,-8.68,50.29,0.33
5657,-8.56,50.29,0.34
5658,-8.43,50.29,0.36
5659,-8.31,50.29,0.36
5660,-8.18,50.29,0.35
5661,-8.06,50.29,0.38
5662,-7.93,50.29,0.41
5663,-7.81,50.29,0.41
5664,-7.68,50.29,0.43
5665,-7.56,50.29,0.46
5666,-7.43,50.29,0.45
5667,-7.31,50.29,0.42
5668,-7.18,50.29,0.42
5669,-7.06,50.29,0.4
5670,-6.93,50.29,0.41
5671,-6.81,50.29,0.44
5672,-6.68,50.29,0.47
5673,-6.56,50.29,0.52
5674,-6.43,50.29,0.55
5675,-6.31,50.29,0.6
5676,-6.18,50.29,0.7
5677,-6.06,50.29,0.85
5678,-5.93,50.29,1.26
5679,-5.81,50.29,1.91
5680,-5.68,50.29,1.74
5681,-5.56,50.29,1.4
5682,-5.43,50.29,0.58
5683,-5.31,50.29,0.42
5684,-5.18,50.29,1000000
5685,-5.06,50.29,1000000
5686,-4.93,50.29,1000000
5687,-4.81,50.29,1000000
5688,-4.68,50.29,0.06
5689,-4.56,50.29,0.05
5690,-4.43,50.29,0.07
5691,-4.31,50.29,0.09
5692,-4.18,50.29,0.12
5693,-4.06,50.29,0.18
5694,-3.93,50.29,0.27
5695,-3.81,50.29,1000000
5696,-3.68,50.29,1000000
5697,-3.56,50.29,0.9
5698,-3.43,50.29,0.78
5699,-3.31,50.29,0.61
5700,-3.18,50.29,0.61
5701,-3.06,50.29,0.69
5702,-2.93,50.29,0.83
5703,-2.81,50.29,1.05
5704,-2.68,50.29,1.32
5705,-2.56,50.29,1.65
5706,-2.43,50.29,2.04
5707,-2.31,50.29,2.47
5708,-2.18,50.29,2.89
5709,-2.06,50.29,3
5710,-1.93,50.29,3
5711,-1.81,50.29,3
5712,-1.68,50.29,3
5713,-1.56,50.29,3
5714,-1.43,50.29,3
5715,-1.31,50.29,3
5716,-1.18,50.29,3
5717,-1.06,50.29,3
5718,-0.93,50.29,3
5719,-0.81,50.29,2.75
5720,-0.68,50.29,2.57
5721,-0.56,50.29,2.29
5722,-0.43,50.29,1.94
5723,-0.31,50.29,1.61
5724,-0.18,50.29,1.38
5725,-0.06,50.29,1.29
5726,0.06,50.29,1.28
5727,0.18,50.29,1.3
5728,0.31,50.29,1.22
5729,0.43,50.29,1.08
5730,0.56,50.29,0.98
5731,0.68,50.29,0.95
5732,0.81,50.29,0.92
5733,0.93,50.29,0.84
5734,1.06,50.29,0.72
5735,1.18,50.29,0.57
5736,1.31,50.29,0.55
5737,1.43,50.29,0.58
5738,1.56,50.29,0.41
5739,1.68,50.29,1000000
5740,1.81,50.29,1000000
5741,1.93,50.29,1000000
5742,2.06,50.29,1000000
5743,2.18,50.29,1000000
5744,2.31,50.29,1000000
5745,2.43,50.29,1000000
5746,2.56,50.29,1000000
5747,2.68,50.29,1000000
5748,2.81,50.29,1000000
5749,2.93,50.29,1000000
5750,3.06,50.29,1000000
5751,3.18,50.29,1000000
5752,3.31,50.29,1000000
5753,3.43,50.29,1000000
5754,3.56,50.29,1000000
5755,3.68,50.29,1000000
5756,3.81,50.29,1000000
5757,3.93,50.29,1000000
5758,4.06,50.29,1000000
5759,4.18,50.29,1000000
5760,4.31,50.29,1000000
5761,4.43,50.29,1000000
5762,4.56,50.29,1000000
5763,4.68,50.29,1000000
5764,4.81,50.29,1000000
5765,4.93,50.29,1000000
5766,5.06,50.29,1000000
5767,5.18,50.29,1000000
5768,5.31,50.29,1000000
5769,5.43,50.29,1000000
5770,5.56,50.29,1000000
5771,5.68,50.29,1000000
5772,5.81,50.29,1000000
5773,5.93,50.29,1000000
5774,6.06,50.29,1000000
5775,6.18,50.29,1000000
5776,6.31,50.29,1000000
5777,6.43,50.29,1000000
5778,6.56,50.29,1000000
5779,6.68,50.29,1000000
5780,6.81,50.29,1000000
5781,6.93,50.29,1000000
5782,7.06,50.29,1000000
5783,7.18,50.29,1000000
5784,7.31,50.29,1000000
5785,7.43,50.29,1000000
5786,7.56,50.29,1000000
5787,7.68,50.29,1000000
5788,7.81,50.29,1000000
5789,7.93,50.29,1000000
5790,8.06,50.29,1000000
5791,8.18,50.29,1000000
5792,8.31,50.29,1000000
5793,8.43,50.29,1000000
5794,8.56,50.29,1000000
5795,8.68,50.29,1000000
5796,8.81,50.29,1000000
5797,8.93,50.29,1000000
5798,9.06,50.29,1000000
5799,9.18,50.29,1000000
5800,9.31,50.29,1000000
5801,9.43,50.29,1000000
5802,9.56,50.29,1000000
5803,9.68,50.29,1000000
5804,9.81,50.29,1000000
5805,9.93,50.29,1000000
5806,10.06,50.29,1000000
5807,10.18,50.29,1000000
5808,10.31,50.29,1000000
5809,10.43,50.29,1000000
5810,10.56,50.29,1000000
5811,10.68,50.29,1000000
5812,10.81,50.29,1000000
5813,10.93,50.29,1000000
5814,11.06,50.29,1000000
5815,11.18,50.29,1000000
5816,11.31,50.29,1000000
5817,11.43,50.29,1000000
5818,11.56,50.29,1000000
5819,11.68,50.29,1000000
5820,11.81,50.29,1000000
5821,11.93,50.29,1000000
5822,12.06,50.29,1000000
5823,12.18,50.29,1000000
5824,12.31,50.29,1000000
5825,12.43,50.29,1000000
5826,12.56,50.29,1000000
5827,12.68,50.29,1000000
5828,12.81,50.29,1000000
5829,12.93,50.29,1000000
5830,-12.06,50.37,1000000
5831,-11.93,50.37,1000000
5832,-11.81,50.37,1.65E-03
5833,-11.68,50.37,2.73E-03
5834,-11.56,50.37,4.51E-03
5835,-11.43,50.37,6.56E-03
5836,-11.31,50.37,9.00E-03
5837,-11.18,50.37,0.01
5838,-11.06,50.37,0.02
5839,-10.93,50.37,0.04
5840,-10.81,50.37,0.08
5841,-10.68,50.37,0.12
5842,-10.56,50.37,0.14
5843,-10.43,50.37,0.16
5844,-10.31,50.37,0.17
5845,-10.18,50.37,0.18
5846,-10.06,50.37,0.2
5847,-9.93,50.37,0.21
5848,-9.81,50.37,0.22
5849,-9.68,50.37,0.24
5850,-9.56,50.37,0.24
5851,-9.43,50.37,0.23
5852,-9.31,50.37,0.22
5853,-9.18,50.37,0.25
5854,-9.06,50.37,0.3
5855,-8.93,50.37,0.33
5856,-8.81,50.37,0.32
5857,-8.68,50.37,0.3
5858,-8.56,50.37,0.32
5859,-8.43,50.37,0.36
5860,-8.31,50.37,0.37
5861,-8.18,50.37,0.35
5862,-8.06,50.37,0.34
5863,-7.93,50.37,0.36
5864,-7.81,50.37,0.38
5865,-7.68,50.37,0.41
5866,-7.56,50.37,0.42
5867,-7.43,50.37,0.41
5868,-7.31,50.37,0.4
5869,-7.18,50.37,0.38
5870,-7.06,50.37,0.36
5871,-6.93,50.37,0.39
5872,-6.81,50.37,0.43
5873,-6.68,50.37,0.46
5874,-6.56,50.37,0.5
5875,-6.43,50.37,0.53
5876,-6.31,50.37,0.59
5877,-6.18,50.37,0.67
5878,-6.06,50.37,0.77
5879,-5.93,50.37,1.05
5880,-5.81,50.37,1.33
5881,-5.68,50.37,1.18
5882,-5.56,50.37,0.92
5883,-5.43,50.37,0.6
5884,-5.31,50.37,0.5
5885,-5.18,50.37,0.55
5886,-5.06,50.37,1000000
5887,-4.93,50.37,1000000
5888,-4.81,50.37,1000000
5889,-4.68,50.37,1000000
5890,-4.56,50.37,1000000
5891,-4.43,50.37,1000000
5892,-4.31,50.37,1000000
5893,-4.18,50.37,1000000
5894,-4.06,50.37,1000000
5895,-3.93,50.37,1000000
5896,-3.81,50.37,1000000
5897,-3.68,50.37,1000000
5898,-3.56,50.37,1000000
5899,-3.43,50.37,0.36
5900,-3.31,50.37,0.33
5901,-3.18,50.37,0.4
5902,-3.06,50.37,0.52
5903,-2.93,50.37,0.67
5904,-2.81,50.37,0.89
5905,-2.68,50.37,1.17
5906,-2.56,50.37,1.55
5907,-2.43,50.37,2.01
5908,-2.31,50.37,2.48
5909,-2.18,50.37,2.93
5910,-2.06,50.37,3
5911,-1.93,50.37,3
5912,-1.81,50.37,3
5913,-1.68,50.37,3
5914,-1.56,50.37,3
5915,-1.43,50.37,3
5916,-1.31,50.37,3
5917,-1.18,50.37,3
5918,-1.06,50.37,3
5919,-0.93,50.37,3
5920,-0.81,50.37,2.75
5921,-0.68,50.37,2.53
5922,-0.56,50.37,2.17
5923,-0.43,50.37,1.79
5924,-0.31,50.37,1.48
5925,-0.18,50.37,1.28
5926,-0.06,50.37,1.22
5927,0.06,50.37,1.23
5928,0.18,50.37,1.22
5929,0.31,50.37,1.12
5930,0.43,50.37,0.99
5931,0.56,50.37,0.9
5932,0.68,50.37,0.85
5933,0.81,50.37,0.79
5934,0.93,50.37,0.72
5935,1.06,50.37,0.62
5936,1.18,50.37,0.53
5937,1.31,50.37,0.55
5938,1.43,50.37,0.52
5939,1.56,50.37,0.37
5940,1.68,50.37,1000000
5941,1.81,50.37,1000000
5942,1.93,50.37,1000000
5943,2.06,50.37,1000000
5944,2.18,50.37,1000000
5945,2.31,50.37,1000000
5946,2.43,50.37,1000000
5947,2.56,50.37,1000000
5948,2.68,50.37,1000000
5949,2.81,50.37,1000000
5950,2.93,50.37,1000000
5951,3.06,50.37,1000000
5952,3.18,50.37,1000000
5953,3.31,50.37,1000000
5954,3.43,50.37,1000000
5955,3.56,50.37,1000000
5956,3.68,50.37,1000000
5957,3.81,50.37,1000000
5958,3.93,50.37,1000000
5959,4.06,50.37,1000000
5960,4.18,50.37,1000000
5961,4.31,50.37,1000000
5962,4.43,50.37,1000000
5963,4.56,50.37,1000000
5964,4.68,50.37,1000000
5965,4.81,50.37,1000000
5966,4.93,50.37,1000000
5967,5.06,50.37,1000000
5968,5.18,50.37,1000000
5969,5.31,50.37,1000000
5970,5.43,50.37,1000000
5971,5.56,50.37,1000000
5972,5.68,50.37,1000000
5973,5.81,50.37,1000000
5974,5.93,50.37,1000000
5975,6.06,50.37,1000000
5976,6.18,50.37,1000000
5977,6.31,50.37,1000000
5978,6.43,50.37,1000000
5979,6.56,50.37,1000000
5980,6.68,50.37,1000000
5981,6.81,50.37,1000000
5982,6.93,50.37,1000000
5983,7.06,50.37,1000000
5984,7.18,50.37,1000000
5985,7.31,50.37,1000000
5986,7.43,50.37,1000000
5987,7.56,50.37,1000000
5988,7.68,50.37,1000000
5989,7.81,50.37,1000000
5990,7.93,50.37,1000000
5991,8.06,50.37,1000000
5992,8.18,50.37,1000000
5993,8.31,50.37,1000000
5994,8.43,50.37,1000000
5995,8.56,50.37,1000000
5996,8.68,50.37,1000000
5997,8.81,50.37,1000000
5998,8.93,50.37,1000000
5999,9.06,50.37,1000000
6000,9.18,50.37,1000000
6001,9.31,50.37,1000000
6002,9.43,50.37,1000000
6003,9.56,50.37,1000000
6004,9.68,50.37,1000000
6005,9.81,50.37,1000000
6006,9.93,50.37,1000000
6007,10.06,50.37,1000000
6008,10.18,50.37,1000000
6009,10.31,50.37,1000000
6010,10.43,50.37,1000000
6011,10.56,50.37,1000000
6012,10.68,50.37,1000000
6013,10.81,50.37,1000000
6014,10.93,50.37,1000000
6015,11.06,50.37,1000000
6016,11.18,50.37,1000000
6017,11.31,50.37,1000000
6018,11.43,50.37,1000000
6019,11.56,50.37,1000000
6020,11.68,50.37,1000000
6021,11.81,50.37,1000000
6022,11.93,50.37,1000000
6023,12.06,50.37,1000000
6024,12.18,50.37,1000000
6025,12.31,50.37,1000000
6026,12.43,50.37,1000000
6027,12.56,50.37,1000000
6028,12.68,50.37,1000000
6029,12.81,50.37,1000000
6030,12.93,50.37,1000000
6031,-12.06,50.45,1000000
6032,-11.93,50.45,1000000
6033,-11.81,50.45,3.64E-03
6034,-11.68,50.45,3.93E-03
6035,-11.56,50.45,5.76E-03
6036,-11.43,50.45,7.44E-03
6037,-11.31,50.45,9.31E-03
6038,-11.18,50.45,0.01
6039,-11.06,50.45,0.02
6040,-10.93,50.45,0.05
6041,-10.81,50.45,0.09
6042,-10.68,50.45,0.13
6043,-10.56,50.45,0.15
6044,-10.43,50.45,0.16
6045,-10.31,50.45,0.17
6046,-10.18,50.45,0.18
6047,-10.06,50.45,0.19
6048,-9.93,50.45,0.21
6049,-9.81,50.45,0.22
6050,-9.68,50.45,0.24
6051,-9.56,50.45,0.24
6052,-9.43,50.45,0.22
6053,-9.31,50.45,0.22
6054,-9.18,50.45,0.25
6055,-9.06,50.45,0.31
6056,-8.93,50.45,0.32
6057,-8.81,50.45,0.3
6058,-8.68,50.45,0.3
6059,-8.56,50.45,0.33
6060,-8.43,50.45,0.37
6061,-8.31,50.45,0.37
6062,-8.18,50.45,0.34
6063,-8.06,50.45,0.33
6064,-7.93,50.45,0.34
6065,-7.81,50.45,0.36
6066,-7.68,50.45,0.37
6067,-7.56,50.45,0.38
6068,-7.43,50.45,0.38
6069,-7.31,50.45,0.36
6070,-7.18,50.45,0.36
6071,-7.06,50.45,0.37
6072,-6.93,50.45,0.4
6073,-6.81,50.45,0.42
6074,-6.68,50.45,0.45
6075,-6.56,50.45,0.48
6076,-6.43,50.45,0.52
6077,-6.31,50.45,0.58
6078,-6.18,50.45,0.62
6079,-6.06,50.45,0.68
6080,-5.93,50.45,0.88
6081,-5.81,50.45,1
6082,-5.68,50.45,0.94
6083,-5.56,50.45,0.78
6084,-5.43,50.45,0.6
6085,-5.31,50.45,0.59
6086,-5.18,50.45,0.59
6087,-5.06,50.45,0.58
6088,-4.93,50.45,1000000
6089,-4.81,50.45,1000000
6090,-4.68,50.45,1000000
6091,-4.56,50.45,1000000
6092,-4.43,50.45,1000000
6093,-4.31,50.45,1000000
6094,-4.18,50.45,1000000
6095,-4.06,50.45,1000000
6096,-3.93,50.45,1000000
6097,-3.81,50.45,1000000
6098,-3.68,50.45,1000000
6099,-3.56,50.45,1000000
6100,-3.43,50.45,0.13
6101,-3.31,50.45,0.17
6102,-3.18,50.45,0.27
6103,-3.06,50.45,0.4
6104,-2.93,50.45,0.55
6105,-2.81,50.45,0.72
6106,-2.68,50.45,1.05
6107,-2.56,50.45,1.6
6108,-2.43,50.45,2.22
6109,-2.31,50.45,2.71
6110,-2.18,50.45,3
6111,-2.06,50.45,3
6112,-1.93,50.45,3
6113,-1.81,50.45,3
6114,-1.68,50.45,3
6115,-1.56,50.45,3
6116,-1.43,50.45,3
6117,-1.31,50.45,3
6118,-1.18,50.45,3
6119,-1.06,50.45,3
6120,-0.93,50.45,2.83
6121,-0.81,50.45,2.53
6122,-0.68,50.45,2.29
6123,-0.56,50.45,1.9
6124,-0.43,50.45,1.56
6125,-0.31,50.45,1.31
6126,-0.18,50.45,1.18
6127,-0.06,50.45,1.15
6128,0.06,50.45,1.15
6129,0.18,50.45,1.1
6130,0.31,50.45,1.02
6131,0.43,50.45,0.93
6132,0.56,50.45,0.84
6133,0.68,50.45,0.77
6134,0.81,50.45,0.71
6135,0.93,50.45,0.64
6136,1.06,50.45,0.54
6137,1.18,50.45,0.49
6138,1.31,50.45,0.53
6139,1.43,50.45,0.57
6140,1.56,50.45,0.54
6141,1.68,50.45,1000000
6142,1.81,50.45,1000000
6143,1.93,50.45,1000000
6144,2.06,50.45,1000000
6145,2.18,50.45,1000000
6146,2.31,50.45,1000000
6147,2.43,50.45,1000000
6148,2.56,50.45,1000000
6149,2.68,50.45,1000000
6150,2.81,50.45,1000000
6151,2.93,50.45,1000000
6152,3.06,50.45,1000000
6153,3.18,50.45,1000000
6154,3.31,50.45,1000000
6155,3.43,50.45,1000000
6156,3.56,50.45,1000000
6157,3.68,50.45,1000000
6158,3.81,50.45,1000000
6159,3.93,50.45,1000000
6160,4.06,50.45,1000000
6161,4.18,50.45,1000000
6162,4.31,50.45,1000000
6163,4.43,50.45,1000000
6164,4.56,50.45,1000000
6165,4.68,50.45,1000000
6166,4.81,50.45,1000000
6167,4.93,50.45,1000000
6168,5.06,50.45,1000000
6169,5.18,50.45,1000000
6170,5.31,50.45,1000000
6171,5.43,50.45,1000000
6172,5.56,50.45,1000000
6173,5.68,50.45,1000000
6174,5.81,50.45,1000000
6175,5.93,50.45,1000000
6176,6.06,50.45,1000000
6177,6.18,50.45,1000000
6178,6.31,50.45,1000000
6179,6.43,50.45,1000000
6180,6.56,50.45,1000000
6181,6.68,50.45,1000000
6182,6.81,50.45,1000000
6183,6.93,50.45,1000000
6184,7.06,50.45,1000000
6185,7.18,50.45,1000000
6186,7.31,50.45,1000000
6187,7.43,50.45,1000000
6188,7.56,50.45,1000000
6189,7.68,50.45,1000000
6190,7.81,50.45,1000000
6191,7.93,50.45,1000000
6192,8.06,50.45,1000000
6193,8.18,50.45,1000000
6194,8.31,50.45,1000000
6195,8.43,50.45,1000000
6196,8.56,50.45,1000000
6197,8.68,50.45,1000000
6198,8.81,50.45,1000000
6199,8.93,50.45,1000000
6200,9.06,50.45,1000000
6201,9.18,50.45,1000000
6202,9.31,50.45,1000000
6203,9.43,50.45,1000000
6204,9.56,50.45,1000000
6205,9.68,50.45,1000000
6206,9.81,50.45,1000000
6207,9.93,50.45,1000000
6208,10.06,50.45,1000000
6209,10.18,50.45,1000000
6210,10.31,50.45,1000000
6211,10.43,50.45,1000000
6212,10.56,50.45,1000000
6213,10.68,50.45,1000000
6214,10.81,50.45,1000000
6215,10.93,50.45,1000000
6216,11.06,50.45,1000000
6217,11.18,50.45,1000000
6218,11.31,50.45,1000000
6219,11.43,50.45,1000000
6220,11.56,50.45,1000000
6221,11.68,50.45,1000000
6222,11.81,50.45,1000000
6223,11.93,50.45,1000000
6224,12.06,50.45,1000000
6225,12.18,50.45,1000000
6226,12.31,50.45,1000000
6227,12.43,50.45,1000000
6228,12.56,50.45,1000000
6229,12.68,50.45,1000000
6230,12.81,50.45,1000000
6231,12.93,50.45,1000000
6232,-12.06,50.54,1000000
6233,-11.93,50.54,1000000
6234,-11.81,50.54,9.82E-03
6235,-11.68,50.54,9.57E-03
6236,-11.56,50.54,9.27E-03
6237,-11.43,50.54,9.07E-03
6238,-11.31,50.54,0.01
6239,-11.18,50.54,0.01
6240,-11.06,50.54,0.03
6241,-10.93,50.54,0.06
6242,-10.81,50.54,0.12
6243,-10.68,50.54,0.14
6244,-10.56,50.54,0.15
6245,-10.43,50.54,0.16
6246,-10.31,50.54,0.17
6247,-10.18,50.54,0.18
6248,-10.06,50.54,0.19
6249,-9.93,50.54,0.2
6250,-9.81,50.54,0.22
6251,-9.68,50.54,0.24
6252,-9.56,50.54,0.25
6253,-9.43,50.54,0.22
6254,-9.31,50.54,0.22
6255,-9.18,50.54,0.26
6256,-9.06,50.54,0.3
6257,-8.93,50.54,0.31
6258,-8.81,50.54,0.3
6259,-8.68,50.54,0.31
6260,-8.56,50.54,0.33
6261,-8.43,50.54,0.34
6262,-8.31,50.54,0.34
6263,-8.18,50.54,0.34
6264,-8.06,50.54,0.33
6265,-7.93,50.54,0.34
6266,-7.81,50.54,0.34
6267,-7.68,50.54,0.35
6268,-7.56,50.54,0.35
6269,-7.43,50.54,0.35
6270,-7.31,50.54,0.35
6271,-7.18,50.54,0.36
6272,-7.06,50.54,0.38
6273,-6.93,50.54,0.39
6274,-6.81,50.54,0.41
6275,-6.68,50.54,0.43
6276,-6.56,50.54,0.45
6277,-6.43,50.54,0.5
6278,-6.31,50.54,0.55
6279,-6.18,50.54,0.56
6280,-6.06,50.54,0.64
6281,-5.93,50.54,0.77
6282,-5.81,50.54,0.82
6283,-5.68,50.54,0.78
6284,-5.56,50.54,0.68
6285,-5.43,50.54,0.61
6286,-5.31,50.54,0.64
6287,-5.18,50.54,0.69
6288,-5.06,50.54,0.75
6289,-4.93,50.54,1000000
6290,-4.81,50.54,1000000
6291,-4.68,50.54,1000000
6292,-4.56,50.54,1000000
6293,-4.43,50.54,1000000
6294,-4.31,50.54,1000000
6295,-4.18,50.54,1000000
6296,-4.06,50.54,1000000
6297,-3.93,50.54,1000000
6298,-3.81,50.54,1000000
6299,-3.68,50.54,1000000
6300,-3.56,50.54,1000000
6301,-3.43,50.54,0.09
6302,-3.31,50.54,0.13
6303,-3.18,50.54,0.19
6304,-3.06,50.54,0.28
6305,-2.93,50.54,0.4
6306,-2.81,50.54,0.55
6307,-2.68,50.54,0.98
6308,-2.56,50.54,1.61
6309,-2.43,50.54,2.29
6310,-2.31,50.54,2.41
6311,-2.18,50.54,2.56
6312,-2.06,50.54,3
6313,-1.93,50.54,3
6314,-1.81,50.54,2.8
6315,-1.68,50.54,2.18
6316,-1.56,50.54,2.09
6317,-1.43,50.54,3
6318,-1.31,50.54,3
6319,-1.18,50.54,3
6320,-1.06,50.54,3
6321,-0.93,50.54,2.26
6322,-0.81,50.54,2.13
6323,-0.68,50.54,1.86
6324,-0.56,50.54,1.52
6325,-0.43,50.54,1.3
6326,-0.31,50.54,1.15
6327,-0.18,50.54,1.05
6328,-0.06,50.54,1.01
6329,0.06,50.54,1.03
6330,0.18,50.54,1.03
6331,0.31,50.54,1.01
6332,0.43,50.54,0.96
6333,0.56,50.54,0.84
6334,0.68,50.54,0.72
6335,0.81,50.54,0.63
6336,0.93,50.54,0.55
6337,1.06,50.54,0.48
6338,1.18,50.54,0.49
6339,1.31,50.54,0.57
6340,1.43,50.54,0.67
6341,1.56,50.54,0.7
6342,1.68,50.54,1000000
6343,1.81,50.54,1000000
6344,1.93,50.54,1000000
6345,2.06,50.54,1000000
6346,2.18,50.54,1000000
6347,2.31,50.54,1000000
6348,2.43,50.54,1000000
6349,2.56,50.54,1000000
6350,2.68,50.54,1000000
6351,2.81,50.54,1000000
6352,2.93,50.54,1000000
6353,3.06,50.54,1000000
6354,3.18,50.54,1000000
6355,3.31,50.54,1000000
6356,3.43,50.54,1000000
6357,3.56,50.54,1000000
6358,3.68,50.54,1000000
6359,3.81,50.54,1000000
6360,3.93,50.54,1000000
6361,4.06,50.54,1000000
6362,4.18,50.54,1000000
6363,4.31,50.54,1000000
6364,4.43,50.54,1000000
6365,4.56,50.54,1000000
6366,4.68,50.54,1000000
6367,4.81,50.54,1000000
6368,4.93,50.54,1000000
6369,5.06,50.54,1000000
6370,5.18,50.54,1000000
6371,5.31,50.54,1000000
6372,5.43,50.54,1000000
6373,5.56,50.54,1000000
6374,5.68,50.54,1000000
6375,5.81,50.54,1000000
6376,5.93,50.54,1000000
6377,6.06,50.54,1000000
6378,6.18,50.54,1000000
6379,6.31,50.54,1000000
6380,6.43,50.54,1000000
6381,6.56,50.54,1000000
6382,6.68,50.54,1000000
6383,6.81,50.54,1000000
6384,6.93,50.54,1000000
6385,7.06,50.54,1000000
6386,7.18,50.54,1000000
6387,7.31,50.54,1000000
6388,7.43,50.54,1000000
6389,7.56,50.54,1000000
6390,7.68,50.54,1000000
6391,7.81,50.54,1000000
6392,7.93,50.54,1000000
6393,8.06,50.54,1000000
6394,8.18,50.54,1000000
6395,8.31,50.54,1000000
6396,8.43,50.54,1000000
6397,8.56,50.54,1000000
6398,8.68,50.54,1000000
6399,8.81,50.54,1000000
6400,8.93,50.54,1000000
6401,9.06,50.54,1000000
6402,9.18,50.54,1000000
6403,9.31,50.54,1000000
6404,9.43,50.54,1000000
6405,9.56,50.54,1000000
6406,9.68,50.54,1000000
6407,9.81,50.54,1000000
6408,9.93,50.54,1000000
6409,10.06,50.54,1000000
6410,10.18,50.54,1000000
6411,10.31,50.54,1000000
6412,10.43,50.54,1000000
6413,10.56,50.54,1000000
6414,10.68,50.54,1000000
6415,10.81,50.54,1000000
6416,10.93,50.54,1000000
6417,11.06,50.54,1000000
6418,11.18,50.54,1000000
6419,11.31,50.54,1000000
6420,11.43,50.54,1000000
6421,11.56,50.54,1000000
6422,11.68,50.54,1000000
6423,11.81,50.54,1000000
6424,11.93,50.54,1000000
6425,12.06,50.54,1000000
6426,12.18,50.54,1000000
6427,12.31,50.54,1000000
6428,12.43,50.54,1000000
6429,12.56,50.54,1000000
6430,12.68,50.54,1000000
6431,12.81,50.54,1000000
6432,12.93,50.54,1000000
6433,-12.06,50.62,1000000
6434,-11.93,50.62,1000000
6435,-11.81,50.62,0.01
6436,-11.68,50.62,0.01
6437,-11.56,50.62,0.01
6438,-11.43,50.62,0.01
6439,-11.31,50.62,0.01
6440,-11.18,50.62,0.01
6441,-11.06,50.62,0.03
6442,-10.93,50.62,0.08
6443,-10.81,50.62,0.13
6444,-10.68,50.62,0.15
6445,-10.56,50.62,0.15
6446,-10.43,50.62,0.16
6447,-10.31,50.62,0.17
6448,-10.18,50.62,0.18
6449,-10.06,50.62,0.19
6450,-9.93,50.62,0.2
6451,-9.81,50.62,0.21
6452,-9.68,50.62,0.23
6453,-9.56,50.62,0.23
6454,-9.43,50.62,0.22
6455,-9.31,50.62,0.23
6456,-9.18,50.62,0.27
6457,-9.06,50.62,0.29
6458,-8.93,50.62,0.29
6459,-8.81,50.62,0.3
6460,-8.68,50.62,0.31
6461,-8.56,50.62,0.32
